setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
positive_margin,42,0,us,17,0.15038882191230107,-0.5514705882352942,0.02487525749345649,0.32760520037595997,0.10829129268407771,-0.005728132957373344
positive_margin,42,0,emg,17,0.15681099464353587,0.12990196078431374,0.0014544264608436026,0.01483639898757005,0.023543805555050878,-0.31849693434576326
positive_margin,42,0,table,17,-0.024018415805164672,-0.8553921568627452,-0.003974506921886771,0.310746358094144,0.11571984605390746,-0.02258697523918929
positive_margin,42,1,us,17,0.2803388662172096,-0.47794117647058826,0.030223320872607335,0.265103921708729,0.07431859562290462,-0.06822941162460433
positive_margin,42,1,emg,17,-0.7335662085320996,-0.22058823529411767,-0.0047145571878037815,0.06491249318006473,0.04166483911157161,-0.2684208401532686
positive_margin,42,1,table,17,-0.2999127330150439,-0.8553921568627452,-0.04081301494460546,0.3136848740957059,0.12312834259334826,-0.019648459237627425
positive_margin,42,2,us,17,-0.19500665697258354,-0.7034313725490197,-0.02024085178225196,0.26164831491983376,0.10934682338291797,-0.07168501841349956
positive_margin,42,2,emg,17,0.49922920900436235,-0.056372549019607844,0.025259207322005,0.09456194876665636,0.05689112550417286,-0.23877138456667696
positive_margin,42,2,table,17,-0.4648607798066719,-0.9583333333333335,-0.07896631909397368,0.44953578232904345,0.11959619469970938,0.11620244899571014
positive_margin,42,3,us,17,-0.21717788049642453,-0.49754901960784315,-0.016382267902357684,0.23230436396730544,0.07920278007239044,-0.10102896936602787
positive_margin,42,3,emg,17,0.08549236348378683,-0.32598039215686275,0.002993958361757712,0.14392686345320452,0.04558025472874558,-0.1894064698801288
positive_margin,42,3,table,17,-0.46376340848299946,-0.9534313725490198,-0.0899168493297899,0.39339507860797585,0.1792352801020605,0.06006174527464253
positive_margin,42,4,us,17,-0.4599292412455658,-0.7401960784313727,-0.010781936898331927,0.17670509646747506,0.0443786880439481,-0.15662823686585825
positive_margin,42,4,emg,17,0.3383896991089497,-0.303921568627451,0.015706268831972594,0.15545768374006058,0.06488140273542835,-0.17787564959327273
positive_margin,42,4,table,17,-0.44252517395101404,-0.9583333333333335,-0.04365845969820064,0.27569807422178194,0.11794094236834966,-0.057635259111551373
positive_margin,43,0,us,17,0.32837010003125405,-0.5416666666666667,0.033039499996231556,0.23990098065207371,0.06871297261079627,-0.0934323526812596
positive_margin,43,0,emg,17,-0.15283522907388625,-0.4093137254901961,-0.014175678227434088,0.19878672816478216,0.10234644823774618,-0.13454660516855116
positive_margin,43,0,table,17,-0.296189723768426,-0.7818627450980392,-0.05065745273518819,0.32097768649532865,0.12217668212128552,-0.012355646838004664
positive_margin,43,1,us,17,0.15132285719056962,-0.4093137254901961,0.02797585559649326,0.3207716834800839,0.0968335721315805,-0.012561649853249424
positive_margin,43,1,emg,17,-0.33206599698602085,-0.47794117647058826,-0.0004269936503534816,0.0981027147756672,0.012023587567466023,-0.2352306185576661
positive_margin,43,1,table,17,0.0026217308415348167,-0.4754901960784314,0.0007121172635998352,0.3791465130129766,0.1347687530972907,0.04581317967964327
positive_margin,43,2,us,17,-0.21152598101204123,-0.7156862745098039,-0.022572225038833216,0.29285969429706143,0.08809802575369234,-0.04047363903627188
