seed,modality,fold,label,target,n,pearson,spearman
44,table,2,1,abs_gap,12,0.9924708144545541,0.965034965034965
44,table,3,-1,loss,17,-0.37870154807094586,-0.9142156862745098
44,table,3,-1,offset,17,0.6972527577892066,0.6151960784313726
44,table,3,-1,abs_gap,17,0.9805920610789259,0.9877450980392157
44,table,3,0,loss,5,-0.9030677191638466,-0.9999999999999999
44,table,3,0,offset,5,-0.8162553264255246,-0.7999999999999999
44,table,3,0,abs_gap,5,0.9959688150268269,0.9999999999999999
44,table,3,1,loss,12,-0.4291241963509329,-0.8321678321678322
44,table,3,1,offset,12,0.9291761635476328,0.9020979020979022
44,table,3,1,abs_gap,12,0.9964693760943304,0.9720279720279721
44,table,4,-1,loss,17,-0.0011629843886086857,-0.732843137254902
44,table,4,-1,offset,17,0.5690702864109951,0.6446078431372549
44,table,4,-1,abs_gap,17,0.9943728776420729,0.9803921568627453
44,table,4,0,loss,5,-0.5681055698403439,-0.8999999999999998
44,table,4,0,offset,5,0.5734147682615405,0.3
44,table,4,0,abs_gap,5,0.9928427681412543,0.9999999999999999
44,table,4,1,loss,12,0.04558261898942164,-0.7202797202797203
44,table,4,1,offset,12,0.4907424293737354,0.5314685314685316
44,table,4,1,abs_gap,12,0.9957163886679536,0.9720279720279721
44,us,-1,-1,loss,85,-0.11720248096493602,-0.5985147547391049
44,us,-1,-1,offset,85,0.6946391665773233,0.6457103771741255
44,us,-1,-1,abs_gap,85,0.954292921675538,0.9464139144029706
44,us,-1,0,loss,23,0.9118158433614227,0.933794466403162
44,us,-1,0,offset,23,0.5649347747250598,0.6136363636363635
44,us,-1,0,abs_gap,23,0.909639518939099,0.9318181818181819
44,us,-1,1,loss,62,-0.5128534241471323,-0.9455566467729345
44,us,-1,1,offset,62,0.7168632109496536,0.6572738032283247
44,us,-1,1,abs_gap,62,0.960790420929993,0.9505930346755307
44,us,0,-1,loss,17,-0.1701456731694022,-0.6397058823529412
44,us,0,-1,offset,17,0.8615395210814186,0.7352941176470589
44,us,0,-1,abs_gap,17,0.9921219054101433,0.9926470588235295
44,us,0,0,loss,4,0.9869326255047479,1.0
44,us,0,0,offset,4,0.4650220826853871,0.6000000000000001
44,us,0,0,abs_gap,4,0.9850522265883703,1.0
44,us,0,1,loss,13,-0.5973840342076677,-0.9945054945054945
44,us,0,1,offset,13,0.8974956945140704,0.6978021978021978
44,us,0,1,abs_gap,13,0.9938685596847252,0.9945054945054945
44,us,1,-1,loss,17,-0.1074989837089883,-0.6715686274509804
44,us,1,-1,offset,17,0.5625171996505263,0.4754901960784314
44,us,1,-1,abs_gap,17,0.9821842610115146,0.9779411764705883
44,us,1,0,loss,4,0.9926170828653011,1.0
44,us,1,0,offset,4,0.4215364323234591,0.7999999999999999
44,us,1,0,abs_gap,4,0.9936517594221314,1.0
44,us,1,1,loss,13,-0.8346127507361178,-0.967032967032967
44,us,1,1,offset,13,0.5675519389925663,0.46153846153846156
44,us,1,1,abs_gap,13,0.982114635490974,0.967032967032967
44,us,2,-1,loss,17,-0.26168514882535915,-0.7843137254901962
44,us,2,-1,offset,17,0.924883930074835,0.8823529411764707
44,us,2,-1,abs_gap,17,0.9831226451124254,0.9926470588235295
44,us,2,0,loss,5,0.9319318289236376,0.8999999999999998
44,us,2,0,offset,5,0.8224822582171605,0.8999999999999998
44,us,2,0,abs_gap,5,0.9128400658777288,0.8999999999999998
44,us,2,1,loss,12,-0.7145688901859186,-0.9860139860139862
44,us,2,1,offset,12,0.9324525737816466,0.8251748251748254
44,us,2,1,abs_gap,12,0.9889117858796932,0.9860139860139862
44,us,3,-1,loss,17,-0.036399868251107914,-0.35539215686274517
44,us,3,-1,offset,17,0.8605106894872515,0.8553921568627452
44,us,3,-1,abs_gap,17,0.9496208232115104,0.8995098039215688
44,us,3,0,loss,5,0.9717940113980452,0.8999999999999998
44,us,3,0,offset,5,0.8853124861777326,0.8999999999999998
44,us,3,0,abs_gap,5,0.9738211585928492,0.8999999999999998
44,us,3,1,loss,12,-0.52357564949845,-0.8391608391608393
44,us,3,1,offset,12,0.857506656709304,0.8111888111888113
44,us,3,1,abs_gap,12,0.9445399123651959,0.8811188811188813
44,us,4,-1,loss,17,-0.09603507192488875,-0.47794117647058826
44,us,4,-1,offset,17,0.8424192844395892,0.8382352941176472
44,us,4,-1,abs_gap,17,0.9679360593482949,0.9019607843137255
44,us,4,0,loss,5,0.8018669743060232,0.7
44,us,4,0,offset,5,0.6172491965560025,0.6
44,us,4,0,abs_gap,5,0.9124116918784583,0.9999999999999999
44,us,4,1,loss,12,-0.8315944092500235,-0.8321678321678322
44,us,4,1,offset,12,0.8931338204909933,0.8671328671328673
44,us,4,1,abs_gap,12,0.9852223736534071,0.8321678321678322
