setting,modality,level,variable,mean,change,ci95_low,ci95_high
positive_margin,emg,0.0,quality,0.1232132748171103,0.0,0.0,0.0
positive_margin,emg,0.0,branch_loss,0.7665123745506884,0.0,0.0,0.0
positive_margin,emg,0.25,quality,0.14068139812821942,0.01746812331110918,0.009506061587865417,0.024795927815234868
positive_margin,emg,0.25,branch_loss,0.9024013732383454,0.1358889986876569,0.01810087993254069,0.26490192259838385
positive_margin,emg,0.5,quality,0.23197982079895205,0.10876654598184174,0.09263729453910534,0.12488008338018523
positive_margin,emg,0.5,branch_loss,2.6580936492268554,1.8915812746761667,1.5211257802349294,2.27371940032719
positive_margin,emg,1.0,quality,0.23570600193712152,0.11249272712001125,0.0927328987873397,0.1319143961013745
positive_margin,emg,1.0,branch_loss,2.8686552370490594,2.1021428624983707,1.7475476154543799,2.4757782814529983
positive_margin,emg,2.0,quality,0.2266574141587697,0.1034441393416594,0.08264317708491696,0.12364415379414592
positive_margin,emg,2.0,branch_loss,2.8394936067995684,2.07298123224888,1.752421031720888,2.4162156713466625
positive_margin,table,0.0,quality,0.3550503034802044,0.0,0.0,0.0
positive_margin,table,0.0,branch_loss,0.6322197540133606,0.0,0.0,0.0
positive_margin,table,0.25,quality,0.35301051826453683,-0.002039785215667653,-0.0064959105152904645,0.0023830891751191225
positive_margin,table,0.25,branch_loss,0.6549213135943693,0.022701559581008616,-0.027654904029727728,0.07773271412436476
positive_margin,table,0.5,quality,0.34391131460471874,-0.011138988875485707,-0.01985076118966722,-0.002304195944779835
positive_margin,table,0.5,branch_loss,0.6722173572365754,0.039997603223214724,-0.062287063398002815,0.14423550330735496
positive_margin,table,1.0,quality,0.3230225516008396,-0.03202775187936483,-0.047272634589496786,-0.016916715490077838
positive_margin,table,1.0,branch_loss,0.7396482625038795,0.10742850849051884,-0.06895694104479806,0.28226470015212596
positive_margin,table,2.0,quality,0.2991294819545122,-0.05592082152569215,-0.07703435936467905,-0.03483853371266056
positive_margin,table,2.0,branch_loss,0.8999311246903116,0.26771137067695067,0.012894461523084056,0.5110217838836649
positive_margin,us,0.0,quality,0.26025370958389016,0.0,0.0,0.0
positive_margin,us,0.0,branch_loss,0.7986713895610734,0.0,0.0,0.0
positive_margin,us,0.25,quality,0.1131542254994118,-0.14709948408447843,-0.16510219040576343,-0.129360255554221
positive_margin,us,0.25,branch_loss,0.6729170963655112,-0.12575429319556242,-0.28514223476445755,0.024556589865801174
positive_margin,us,0.5,quality,0.09305521459166521,-0.167198494992225,-0.18479209679282374,-0.15015386501022804
positive_margin,us,0.5,branch_loss,0.6534064988295237,-0.14526489073154972,-0.29944716101378394,0.0035243620621222614
positive_margin,us,1.0,quality,10.773294767211466,10.513041057627575,9.678465308078803,11.348576876714194
positive_margin,us,1.0,branch_loss,41.03212300718221,40.233451617621135,31.53143435501974,48.88489160597323
positive_margin,us,2.0,quality,158.02752922407166,157.76727551448775,144.1664821568295,171.59563551219725
positive_margin,us,2.0,branch_loss,536.3123777302263,535.5137063406651,419.9020351736433,649.6130671349869
