setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
positive_margin,43,2,table,17,-0.2713616373691992,-0.8602941176470589,-0.08165124173684461,0.4855799072455317,0.14723851978558614,0.15224657391219837
positive_margin,43,3,us,17,-0.5959729652855825,-0.6102941176470589,-0.018238504360566114,0.16451405480332207,0.05159808383336931,-0.16881927853001125
positive_margin,43,3,emg,17,-0.052866328144090514,-0.3872549019607844,-0.0016902543860907177,0.1219013691577481,0.061067181258514645,-0.2114319641755852
positive_margin,43,3,table,17,-0.5433096575582448,-0.9754901960784315,-0.04257009332984393,0.32583104445039696,0.15475939555555016,-0.007502288882936359
positive_margin,43,4,us,17,0.11347715586717447,-0.41421568627450983,0.009841100963065733,0.26672839315423424,0.07183123622644053,-0.06660494017909907
positive_margin,43,4,emg,17,-0.44590661913973495,-0.303921568627451,-0.0034261855250817983,0.19256990477375613,0.024929839025043896,-0.1407634285595772
positive_margin,43,4,table,17,0.15143876402447282,-0.6740196078431374,0.029618099707562847,0.285978490379556,0.11683551046465461,-0.04735484295377729
positive_margin,44,0,us,17,-0.26582030209023766,-0.8039215686274511,-0.01093014754171332,0.21217829395792268,0.055866375153510416,-0.12115503937541064
positive_margin,44,0,emg,17,-0.13163048553880927,-0.5147058823529412,-0.009145155947781779,0.188951848565461,0.08735524343395902,-0.14438148476787233
positive_margin,44,0,table,17,-0.04845462904526457,-0.6593137254901962,-0.009604404663751114,0.28758039842619626,0.10030586617084997,-0.045752934907137055
positive_margin,44,1,us,17,0.09131087101216262,-0.4534313725490197,0.007997282568275086,0.28438992944373764,0.05257437913073543,-0.04894340388959567
positive_margin,44,1,emg,17,-0.41886469663352816,-0.39460784313725494,-0.00035598852192828196,0.060334234226773066,0.0076558130496782945,-0.27299909910656023
positive_margin,44,1,table,17,-0.5270552531455799,-0.8897058823529412,-0.09190976221251308,0.3580522662008191,0.1952735076025604,0.024718932867485777
positive_margin,44,2,us,17,-0.12117205002623971,-0.6225490196078433,-0.02756088094024956,0.3567372602009208,0.11186031220488006,0.023403926867587466
positive_margin,44,2,emg,17,0.5495137237581392,-0.03186274509803922,0.026965125789092714,0.1314429909108657,0.07997716151961147,-0.20189034242246762
positive_margin,44,2,table,17,0.010369537153088623,-0.7352941176470589,0.0035980151131578264,0.5079211971213538,0.15445348379422205,0.17458786378802044
positive_margin,44,3,us,17,-0.09789629579762854,-0.35539215686274517,-0.008103718463444112,0.2607835579728314,0.08206308494131248,-0.07254977536050189
positive_margin,44,3,emg,17,0.3082343864477402,-0.3088235294117647,0.007498038365021254,0.1206644514332674,0.049285681343298686,-0.21266888190006591
positive_margin,44,3,table,17,-0.35042465416713486,-0.9387254901960785,-0.05935590560365515,0.3463598332763055,0.15844397558780282,0.01302649994297217
positive_margin,44,4,us,17,-0.10109354438139892,-0.49019607843137264,-0.004237987676328045,0.21198982458776972,0.060274625508217564,-0.1213435087455636
positive_margin,44,4,emg,17,0.058193243976488715,-0.19607843137254904,0.0015673398144101973,0.11249430493212872,0.04400508638278074,-0.2208390284012046
positive_margin,44,4,table,17,0.02801538890487997,-0.6838235294117648,0.006230919456580896,0.29931244885142094,0.12347035274159301,-0.03402088448191237
