setting,modality,level,metric,estimate,ci95_low,ci95_high
positive_margin,emg,1.0,balanced_accuracy,0.7801542776998597,0.6770687237026648,0.8832398316970546
positive_margin,emg,1.0,f1,0.9076923076923077,0.8636363636363636,0.9465648854961831
positive_margin,emg,1.0,brier,0.11030374212824362,0.07509248846102183,0.149562860557986
positive_margin,emg,1.0,log_loss,0.3460621217489031,0.23974955187023328,0.476873688276058
positive_margin,emg,2.0,roc_auc,0.8978494623655914,0.8190743338008414,0.9600280504908835
positive_margin,emg,2.0,accuracy,0.8588235294117647,0.788235294117647,0.9294117647058823
positive_margin,emg,2.0,sensitivity,0.9354838709677419,0.8709677419354839,0.9838709677419355
positive_margin,emg,2.0,specificity,0.6521739130434783,0.43478260869565216,0.8260869565217391
positive_margin,emg,2.0,balanced_accuracy,0.7938288920056099,0.690743338008415,0.8944600280504909
positive_margin,emg,2.0,f1,0.90625,0.859375,0.9508196721311476
positive_margin,emg,2.0,brier,0.10985521559819965,0.07497242039720835,0.14947848441729134
positive_margin,emg,2.0,log_loss,0.34413211312911796,0.23941637364080215,0.47327646388444516
positive_margin,table,0.0,roc_auc,0.884992987377279,0.7994389901823281,0.9523141654978962
positive_margin,table,0.0,accuracy,0.8588235294117647,0.788235294117647,0.9176470588235294
positive_margin,table,0.0,sensitivity,0.9516129032258065,0.8870967741935484,1.0
positive_margin,table,0.0,specificity,0.6086956521739131,0.391304347826087,0.8260869565217391
positive_margin,table,0.0,balanced_accuracy,0.7801542776998597,0.6770687237026648,0.8832398316970546
positive_margin,table,0.0,f1,0.9076923076923077,0.8636363636363636,0.9465648854961831
positive_margin,table,0.0,brier,0.11202104647622953,0.07641999387906875,0.15148571441410366
positive_margin,table,0.0,log_loss,0.35225144542662995,0.24504158731835593,0.4839645622679049
positive_margin,table,0.25,roc_auc,0.8856942496493688,0.8062178588125292,0.9478786816269283
positive_margin,table,0.25,accuracy,0.8352941176470589,0.7686274509803921,0.8980392156862745
positive_margin,table,0.25,sensitivity,0.9354838709677419,0.8763440860215054,0.978494623655914
positive_margin,table,0.25,specificity,0.5652173913043478,0.36231884057971014,0.7536231884057972
positive_margin,table,0.25,balanced_accuracy,0.7503506311360448,0.6497194950911641,0.8507480130902291
positive_margin,table,0.25,f1,0.8923076923076924,0.8505159146235254,0.9319241692411742
positive_margin,table,0.25,brier,0.11562055008371182,0.08107676944423124,0.15369006624636053
positive_margin,table,0.25,log_loss,0.3552788926964914,0.2562153407398704,0.4747061329193593
positive_margin,table,0.5,roc_auc,0.8779803646563815,0.8020044413277231,0.9389960261804581
positive_margin,table,0.5,accuracy,0.815686274509804,0.7529411764705882,0.8745098039215686
positive_margin,table,0.5,sensitivity,0.9193548387096774,0.8602150537634409,0.967741935483871
positive_margin,table,0.5,specificity,0.5362318840579711,0.36231884057971014,0.7101449275362318
positive_margin,table,0.5,balanced_accuracy,0.7277933613838242,0.6344086021505376,0.8193139317438054
positive_margin,table,0.5,f1,0.879223622699568,0.8379512990254063,0.9168182359339078
positive_margin,table,0.5,brier,0.12058049769272332,0.0882868824642674,0.155911189864177
positive_margin,table,0.5,log_loss,0.36743208711460884,0.2763904836161435,0.4722080078950175
positive_margin,table,1.0,roc_auc,0.8426834969611968,0.7676484338475923,0.9071996259934548
positive_margin,table,1.0,accuracy,0.796078431372549,0.7411764705882353,0.8470588235294118
positive_margin,table,1.0,sensitivity,0.9139784946236559,0.8602150537634409,0.956989247311828
positive_margin,table,1.0,specificity,0.47826086956521735,0.34782608695652173,0.6231884057971014
positive_margin,table,1.0,balanced_accuracy,0.6961196820944365,0.6236559139784946,0.7694015895278167
positive_margin,table,1.0,f1,0.8673659673659674,0.8314603865691534,0.8997545169954363
positive_margin,table,1.0,brier,0.1366275461392993,0.10799123137225065,0.1672291201984719
positive_margin,table,1.0,log_loss,0.414075699117398,0.33111976029147117,0.5022119384260677
positive_margin,table,2.0,roc_auc,0.7755960729312763,0.6968209443665264,0.8475923328658252
positive_margin,table,2.0,accuracy,0.780392156862745,0.7372549019607844,0.823529411764706
positive_margin,table,2.0,sensitivity,0.9408602150537635,0.9032258064516129,0.9731182795698925
positive_margin,table,2.0,specificity,0.34782608695652173,0.21739130434782608,0.47826086956521746
positive_margin,table,2.0,balanced_accuracy,0.6443431510051426,0.5801776531089294,0.7133210612435715
positive_margin,table,2.0,f1,0.8620134621012584,0.8347151498426265,0.8880767493242581
positive_margin,table,2.0,brier,0.16230583503115803,0.13546393556016884,0.18944170804394397
positive_margin,table,2.0,log_loss,0.4970781556346385,0.42068150856790554,0.5752147422035299
positive_margin,us,0.0,roc_auc,0.884992987377279,0.7994389901823281,0.9523141654978962
positive_margin,us,0.0,accuracy,0.8588235294117647,0.788235294117647,0.9176470588235294
positive_margin,us,0.0,sensitivity,0.9516129032258065,0.8870967741935484,1.0
positive_margin,us,0.0,specificity,0.6086956521739131,0.391304347826087,0.8260869565217391
positive_margin,us,0.0,balanced_accuracy,0.7801542776998597,0.6770687237026648,0.8832398316970546
positive_margin,us,0.0,f1,0.9076923076923077,0.8636363636363636,0.9465648854961831
positive_margin,us,0.0,brier,0.11202104647622953,0.07641999387906875,0.15148571441410366
positive_margin,us,0.0,log_loss,0.35225144542662995,0.24504158731835593,0.4839645622679049
positive_margin,us,0.25,roc_auc,0.8859280037400654,0.8029453015427771,0.9520804114071996
positive_margin,us,0.25,accuracy,0.8549019607843137,0.7881372549019608,0.9176470588235294
positive_margin,us,0.25,sensitivity,0.946236559139785,0.8870967741935484,0.9946236559139785
positive_margin,us,0.25,specificity,0.6086956521739131,0.391304347826087,0.8260869565217391
positive_margin,us,0.25,balanced_accuracy,0.777466105656849,0.6716923796166433,0.8805516596540439
positive_margin,us,0.25,f1,0.9048698071953886,0.8607448531112653,0.9457364341085271
positive_margin,us,0.25,brier,0.11177788944569704,0.07613699849163165,0.15152753456359075
positive_margin,us,0.25,log_loss,0.3495374912756022,0.24483369510706615,0.47743534683058697
positive_margin,us,0.5,roc_auc,0.8826554464703132,0.7982702197288453,0.9509116409537167
positive_margin,us,0.5,accuracy,0.8274509803921569,0.7529411764705882,0.8980392156862745
positive_margin,us,0.5,sensitivity,0.9086021505376344,0.8333333333333334,0.967741935483871
positive_margin,us,0.5,specificity,0.6086956521739131,0.391304347826087,0.8260869565217391
positive_margin,us,0.5,balanced_accuracy,0.7586489013557737,0.6501870032725573,0.8617344553529686
positive_margin,us,0.5,f1,0.8848015091863517,0.8333214981899193,0.9319225721784777
positive_margin,us,0.5,brier,0.11345217610025267,0.07768502988537736,0.15378413676918115
positive_margin,us,0.5,log_loss,0.35436955828907585,0.2483068082455456,0.48183383814001846
positive_margin,us,1.0,roc_auc,0.8868630201028518,0.8027115474520804,0.9537166900420756
positive_margin,us,1.0,accuracy,0.811764705882353,0.7294117647058823,0.8941176470588236
positive_margin,us,1.0,sensitivity,0.8709677419354839,0.7903225806451614,0.9516129032258065
positive_margin,us,1.0,specificity,0.6521739130434783,0.43478260869565216,0.8260869565217391
positive_margin,us,1.0,balanced_accuracy,0.7615708274894809,0.652875175315568,0.864656381486676
positive_margin,us,1.0,f1,0.8709677419354839,0.8125,0.9243948325598892
positive_margin,us,1.0,brier,0.11436620994715559,0.0785064177901663,0.15496273060966026
positive_margin,us,1.0,log_loss,0.35737397437559776,0.25117790099469056,0.4860000434366148
positive_margin,us,2.0,roc_auc,0.8870967741935484,0.8029453015427771,0.9537166900420756
positive_margin,us,2.0,accuracy,0.811764705882353,0.7294117647058823,0.8941176470588236
positive_margin,us,2.0,sensitivity,0.8709677419354839,0.7903225806451614,0.9516129032258065
positive_margin,us,2.0,specificity,0.6521739130434783,0.43478260869565216,0.8260869565217391
positive_margin,us,2.0,balanced_accuracy,0.7615708274894809,0.652875175315568,0.864656381486676
positive_margin,us,2.0,f1,0.8709677419354839,0.8125,0.9243948325598892
positive_margin,us,2.0,brier,0.11429042934282634,0.07848433120139435,0.15478711016307165
positive_margin,us,2.0,log_loss,0.3571978677773113,0.2510482283325672,0.48562086158739454
