setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
positive_margin,43,0,emg,17,-0.10433311490270351,-0.37990196078431376,-0.011401614121418947,0.178551411020524,0.11212938774525318,-0.15478192231280932
positive_margin,43,0,table,17,-0.37574123362906925,-0.8848039215686275,-0.08974050676313652,0.3940925857447008,0.16005018722521117,0.06075925241136748
positive_margin,43,1,us,17,0.05061176264139203,-0.6176470588235294,0.003763745437581678,0.23516487863996055,0.04827763897304199,-0.09816845469337276
positive_margin,43,1,emg,17,-0.13211329662392357,-0.6029411764705883,-0.0007791307968243584,0.15742401366324998,0.01653868067806338,-0.17590931967008333
positive_margin,43,1,table,17,-0.32326998041800403,-0.661764705882353,-0.052475131972797656,0.3306484259015866,0.12292302201573031,-0.002684907431746708
positive_margin,43,2,us,17,-0.3891555359427524,-0.7598039215686275,-0.015241304717721602,0.18494536465958042,0.04680051186578775,-0.1483879686737529
positive_margin,43,2,emg,17,0.12772261186794254,0.11519607843137256,0.0013414294759498363,0.13493596390740262,0.017450327693400262,-0.1983973694259307
positive_margin,43,2,table,17,-0.214447211485778,-0.8823529411764707,-0.06688663601851809,0.5044128469940717,0.15264851693850212,0.17107951366073842
positive_margin,43,3,us,17,-0.17503390384935186,-0.3308823529411765,-0.0007673405795219368,0.0955304119338911,0.010822374703070773,-0.2378029213994422
positive_margin,43,3,emg,17,0.09345659375308947,-0.33333333333333337,0.004838175169914476,0.1953182844296322,0.08372465908960382,-0.13801504890370112
positive_margin,43,3,table,17,-0.5962955554341101,-0.9779411764705883,-0.04522665026045512,0.3543377712388657,0.1736720581482154,0.021004437905532358
positive_margin,43,4,us,17,-0.3044560424188248,-0.6691176470588236,-0.011636313031809434,0.2112249992465143,0.041885494204533476,-0.12210833408681901
positive_margin,43,4,emg,17,0.11444885875012806,-0.11274509803921569,0.004521079159035855,0.15358926703399056,0.05310547310732708,-0.17974406629934275
positive_margin,43,4,table,17,0.05326564535014273,-0.6911764705882353,0.014466676710308032,0.357289535115894,0.14703194820607673,0.023956201782560693
positive_margin,44,0,us,17,0.07483217952989268,-0.6593137254901962,0.0034369142341969393,0.16607789923689703,0.04754080360487538,-0.16725543409643628
positive_margin,44,0,emg,17,-0.1400992221109244,-0.2843137254901961,-0.0038283475668263586,0.10006732270096236,0.0803148566606808,-0.23326601063237096
positive_margin,44,0,table,17,-0.14565473971888193,-0.7500000000000001,-0.04166435218205715,0.353542737328752,0.1275854703931324,0.020209403995418707
positive_margin,44,1,us,17,0.15735943261264523,-0.46323529411764713,0.01192468955604437,0.2386253205923799,0.04660745440908332,-0.09470801274095342
positive_margin,44,1,emg,17,-0.3361747639269651,-0.5710784313725491,-0.0016652533799044853,0.09599326694383717,0.014941224844101939,-0.23734006638949615
positive_margin,44,1,table,17,-0.4888257266261609,-0.8897058823529412,-0.09119910954174441,0.38562299558780255,0.20339627634217924,0.05228966225446924
positive_margin,44,2,us,17,-0.20469909459834923,-0.5490196078431373,-0.007587003509164368,0.18158500420789478,0.03321923816360301,-0.15174832912543854
positive_margin,44,2,emg,17,0.7588289918237816,-0.08333333333333334,0.049126330378022026,0.14914066445723917,0.06648469369094677,-0.18419266887609415
positive_margin,44,2,table,17,-0.023637295630096335,-0.8897058823529412,-0.008566250217306476,0.5305251506182435,0.17016109457748088,0.19719181728491014
positive_margin,44,3,us,17,-0.17888294190329773,-0.6519607843137255,-0.008504013776783103,0.19849664679050125,0.04592455614456217,-0.13483668654283207
positive_margin,44,3,emg,17,-0.03662764326414922,-0.3651960784313726,-0.0006662756915496353,0.15653489736454262,0.04408325596999979,-0.1767984359687907
positive_margin,44,3,table,17,-0.42578418897918907,-0.965686274509804,-0.06101310169405572,0.36192157177787504,0.17526908867525592,0.028588238444541725
positive_margin,44,4,us,17,-0.3807662246497281,-0.7009803921568628,-0.00765638379335464,0.15447840235402582,0.03185288757415833,-0.1788549309793075
positive_margin,44,4,emg,17,-0.5751438187326641,-0.5661764705882354,-0.00471805365611945,0.09611696538092665,0.024263616474256105,-0.23721636795240666
