setting,seed,fold,modality,n,pearson,spearman,covariance,q_mean,q_std,q_mean_minus_one_third
rank0,43,1,table,17,-0.31427833357796114,-0.6004901960784315,-0.065116822167991,0.3653689500017349,0.14130793796236235,0.0320356166684016
rank0,43,2,us,17,-0.24627868666414707,-0.7205882352941178,-0.029255525592963058,0.2998665424663635,0.09367548854382944,-0.0334667908669698
rank0,43,2,emg,17,0.9001380349003225,0.20833333333333337,0.030714758562140173,0.08509078185576836,0.04795766360306966,-0.24824255147756497
rank0,43,2,table,17,-0.32794583334397015,-0.9558823529411765,-0.08104486235759512,0.45699190839290293,0.13481472023343513,0.12365857505956962
rank0,43,3,us,17,-0.5126605910080644,-0.607843137254902,-0.010354384687307967,0.14537542504371215,0.04239642860040957,-0.18795790828962117
rank0,43,3,emg,17,0.1582844534385878,-0.3504901960784314,0.010109206911309836,0.1786431435083107,0.08120811323349326,-0.1546901898250226
rank0,43,3,table,17,-0.5755859366631264,-0.9779411764705883,-0.0314749861073395,0.28728356903640223,0.13696392077541059,-0.046049764296931084
rank0,43,4,us,17,0.11972030740289946,-0.5098039215686275,0.008766905653568777,0.27561343599121013,0.06794045032677858,-0.05771989734212318
rank0,43,4,emg,17,0.03744215428812446,-0.22549019607843138,0.00033452097029472775,0.18208428694644496,0.023217248602323624,-0.15124904638688835
rank0,43,4,table,17,0.17401456088941347,-0.6666666666666667,0.04344498490554119,0.31182896044215686,0.13586966015602486,-0.02150437289117646
rank0,44,0,us,17,0.13076790403270466,-0.4093137254901961,0.007985315325982274,0.216277310747975,0.05441402769284247,-0.11705602258535833
rank0,44,0,emg,17,-0.3359128729018527,-0.5245098039215687,-0.0016812703530154833,0.10189879049918643,0.01872922599101858,-0.23143454283414688
rank0,44,0,table,17,-0.04593247304711462,-0.6887254901960785,-0.007971469354972244,0.2691501937527358,0.09510062318333397,-0.06418313958059751
rank0,44,1,us,17,0.17737199580801535,-0.44117647058823534,0.01367585542820127,0.23222012030753736,0.0525419079888471,-0.10111321302579596
rank0,44,1,emg,17,-0.8501690016323362,-0.7279411764705883,-0.006624450771074941,0.08813110243157746,0.034445840676580325,-0.24520223090175586
rank0,44,1,table,17,-0.48890546700268367,-0.8872549019607844,-0.07827849829371065,0.3518866170926559,0.1689937538523342,0.01855328375932258
rank0,44,2,us,17,0.18033513128719286,-0.4754901960784314,0.02925184069765999,0.26579531988069494,0.08951586337441889,-0.06753801345263838
rank0,44,2,emg,17,0.49496572373896985,0.44852941176470595,0.01783129377554068,0.14291956004359854,0.0621304756883774,-0.19041377328973477
