setting,modality,level,comparison,metric,estimate,ci95_low,ci95_high
equal_late,table,0.25,corrupted_minus_clean,f1,-0.012642406974483045,-0.03263773575136977,0.004458005773401067
equal_late,table,0.25,corrupted_minus_clean,brier,0.0015009838062821634,-0.0030486214441688203,0.00599910462771307
equal_late,table,0.25,corrupted_minus_clean,log_loss,0.0017034233255278641,-0.009418653837016105,0.012426010906865516
equal_late,table,0.5,corrupted_minus_clean,roc_auc,-0.008882655446470489,-0.03810191678354369,0.017999064983637236
equal_late,table,0.5,corrupted_minus_clean,accuracy,-0.04313725490196085,-0.0862745098039217,-0.0039215686274509665
equal_late,table,0.5,corrupted_minus_clean,sensitivity,-0.010752688172043001,-0.037634408602150504,0.016129032258064502
equal_late,table,0.5,corrupted_minus_clean,specificity,-0.13043478260869562,-0.27536231884057977,0.0
equal_late,table,0.5,corrupted_minus_clean,balanced_accuracy,-0.07059373539036928,-0.14761570827489479,-0.0026881720430108613
equal_late,table,0.5,corrupted_minus_clean,f1,-0.02537112308104683,-0.05307975853787348,-0.0008043492024483874
equal_late,table,0.5,corrupted_minus_clean,brier,0.005747235713153498,-0.0036560523368328168,0.015169835861859876
equal_late,table,0.5,corrupted_minus_clean,log_loss,0.010924811613993612,-0.012953989846574145,0.033769448054707774
equal_late,table,1.0,corrupted_minus_clean,roc_auc,-0.04721832632071077,-0.10308555399719499,0.0042075736325385416
equal_late,table,1.0,corrupted_minus_clean,accuracy,-0.031372549019607954,-0.09019607843137245,0.0235294117647058
equal_late,table,1.0,corrupted_minus_clean,sensitivity,0.010752688172043112,-0.032258064516129004,0.05913978494623651
equal_late,table,1.0,corrupted_minus_clean,specificity,-0.14492753623188398,-0.31884057971014496,0.014492753623188415
equal_late,table,1.0,corrupted_minus_clean,balanced_accuracy,-0.06708742402992052,-0.15755025712949977,0.017201379149134978
equal_late,table,1.0,corrupted_minus_clean,f1,-0.0162823618669099,-0.05227918413901133,0.01850620650962276
equal_late,table,1.0,corrupted_minus_clean,brier,0.018857103412003556,0.0005442655736794944,0.03670133634996233
equal_late,table,1.0,corrupted_minus_clean,log_loss,0.04552237398738107,-0.0020656313556492835,0.09007990050438183
equal_late,table,2.0,corrupted_minus_clean,roc_auc,-0.12903225806451635,-0.21575502571295002,-0.04721832632071066
equal_late,table,2.0,corrupted_minus_clean,accuracy,-0.0627450980392158,-0.13333333333333341,0.007843137254901936
equal_late,table,2.0,corrupted_minus_clean,sensitivity,0.016129032258064613,-0.043010752688172005,0.08602150537634412
equal_late,table,2.0,corrupted_minus_clean,specificity,-0.2753623188405797,-0.47826086956521746,-0.07246376811594205
equal_late,table,2.0,corrupted_minus_clean,balanced_accuracy,-0.12961664329125755,-0.23937003272557275,-0.025712949976624544
equal_late,table,2.0,corrupted_minus_clean,f1,-0.03265883754108756,-0.07813623108243144,0.013739943886262724
equal_late,table,2.0,corrupted_minus_clean,brier,0.04028480402436632,0.012880992906060889,0.06691659170533609
equal_late,table,2.0,corrupted_minus_clean,log_loss,0.10776349891170639,0.03458898055691602,0.17786380207698144
equal_late,us,0.0,corrupted_minus_clean,roc_auc,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,accuracy,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,sensitivity,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,specificity,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,balanced_accuracy,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,f1,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,brier,0.0,0.0,0.0
equal_late,us,0.0,corrupted_minus_clean,log_loss,0.0,0.0,0.0
equal_late,us,0.25,corrupted_minus_clean,roc_auc,0.011687704534829146,-0.017765310892940648,0.045582047685834515
equal_late,us,0.25,corrupted_minus_clean,accuracy,0.015686274509803866,-0.03137254901960784,0.0627450980392158
equal_late,us,0.25,corrupted_minus_clean,sensitivity,-0.010752688172043001,-0.05913978494623662,0.037634408602150504
equal_late,us,0.25,corrupted_minus_clean,specificity,0.08695652173913049,0.0,0.2173913043478261
equal_late,us,0.25,corrupted_minus_clean,balanced_accuracy,0.0381019167835438,-0.016129032258064505,0.10846774193548381
equal_late,us,0.25,corrupted_minus_clean,f1,0.007995418861076464,-0.024302013647724822,0.040119282845643714
equal_late,us,0.25,corrupted_minus_clean,brier,-0.0006766527902272168,-0.011437595654496247,0.011329987069484682
equal_late,us,0.25,corrupted_minus_clean,log_loss,-0.000906052763072096,-0.034234166702623546,0.03128531038274298
equal_late,us,0.5,corrupted_minus_clean,roc_auc,0.0067788686302009404,-0.017297802711547353,0.033660589060308665
equal_late,us,0.5,corrupted_minus_clean,accuracy,0.0,-0.04705882352941171,0.04705882352941171
equal_late,us,0.5,corrupted_minus_clean,sensitivity,-0.032258064516129004,-0.08064516129032262,0.0
equal_late,us,0.5,corrupted_minus_clean,specificity,0.08695652173913049,0.0,0.2173913043478261
equal_late,us,0.5,corrupted_minus_clean,balanced_accuracy,0.027349228611500798,-0.024193548387096864,0.09256661991584858
equal_late,us,0.5,corrupted_minus_clean,f1,-0.003606419426579466,-0.03584946434811885,0.025847307300341914
equal_late,us,0.5,corrupted_minus_clean,brier,0.0011861670530680657,-0.008938442161186123,0.012480865567216502
equal_late,us,0.5,corrupted_minus_clean,log_loss,0.006118115413285219,-0.021836225333366054,0.03453782353314102
equal_late,us,1.0,corrupted_minus_clean,roc_auc,-0.3277232351566154,-0.4697346891070594,-0.18617636746143065
equal_late,us,1.0,corrupted_minus_clean,accuracy,-0.09411764705882364,-0.16470588235294126,-0.02352941176470591
equal_late,us,1.0,corrupted_minus_clean,sensitivity,0.06451612903225812,0.016129032258064502,0.12903225806451613
equal_late,us,1.0,corrupted_minus_clean,specificity,-0.5217391304347826,-0.7391304347826088,-0.30434782608695654
equal_late,us,1.0,corrupted_minus_clean,balanced_accuracy,-0.22861150070126224,-0.3316970546984571,-0.11991584852734927
equal_late,us,1.0,corrupted_minus_clean,f1,-0.04195876824012046,-0.08669514317354843,0.004827737546631572
equal_late,us,1.0,corrupted_minus_clean,brier,0.10428851342523854,0.06370088141818539,0.14503582508060095
equal_late,us,1.0,corrupted_minus_clean,log_loss,4.1833819805258035,2.4589340583721504,5.962835965058143
equal_late,us,2.0,corrupted_minus_clean,roc_auc,-0.33146330060776075,-0.46937821411874703,-0.19167835437120162
equal_late,us,2.0,corrupted_minus_clean,accuracy,-0.09411764705882364,-0.16470588235294126,-0.02352941176470591
equal_late,us,2.0,corrupted_minus_clean,sensitivity,0.06451612903225812,0.016129032258064502,0.12903225806451613
equal_late,us,2.0,corrupted_minus_clean,specificity,-0.5217391304347826,-0.7391304347826088,-0.30434782608695654
equal_late,us,2.0,corrupted_minus_clean,balanced_accuracy,-0.22861150070126224,-0.3316970546984571,-0.11991584852734927
equal_late,us,2.0,corrupted_minus_clean,f1,-0.04195876824012046,-0.08669514317354843,0.004827737546631572
equal_late,us,2.0,corrupted_minus_clean,brier,0.10787711311173453,0.06722491556339545,0.14928266650546043
equal_late,us,2.0,corrupted_minus_clean,log_loss,5.3478565835606755,3.3441719980511078,7.2834528835703445
original,emg,0.0,corrupted_minus_clean,roc_auc,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,roc_auc,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,accuracy,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,accuracy,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,sensitivity,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,sensitivity,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,specificity,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,specificity,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,balanced_accuracy,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,balanced_accuracy,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,f1,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,f1,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,brier,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,brier,0.0,0.0,0.0
original,emg,0.0,corrupted_minus_clean,log_loss,0.0,0.0,0.0
original,emg,0.0,change_minus_equal_late_change,log_loss,0.0,0.0,0.0
original,emg,0.25,corrupted_minus_clean,roc_auc,0.01051893408134652,-0.01192145862552585,0.03928821879382874
original,emg,0.25,change_minus_equal_late_change,roc_auc,0.009350163627863672,-0.016362786348761205,0.03716690042075732
original,emg,0.25,corrupted_minus_clean,accuracy,-0.02352941176470602,-0.05882352941176483,0.0
original,emg,0.25,change_minus_equal_late_change,accuracy,-0.011764705882353121,-0.05882352941176494,0.03529411764705892
original,emg,0.25,corrupted_minus_clean,sensitivity,-0.032258064516129004,-0.08064516129032262,0.0
original,emg,0.25,change_minus_equal_late_change,sensitivity,-0.032258064516129004,-0.08064516129032262,0.0
original,emg,0.25,corrupted_minus_clean,specificity,0.0,0.0,0.0
original,emg,0.25,change_minus_equal_late_change,specificity,0.04347826086956513,-0.08695652173913049,0.17391304347826098
